accession	first_public	tax_id	scientific_name	base_count	last_updated	description
AF045115	1998-06-02	30047	Drosophila sturtevanti	405	2006-11-14	Drosophila sturtevanti strain 14043-0871.2 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY165517	2003-04-22	40366	Drosophila americana	743	2006-11-14	Drosophila americana alcohol dehydrogenase (Adh) gene, exons 1, 2, and 3 and partial cds.
AF045122	1998-06-02	72470	Drosophila lusaltans	405	2006-11-14	Drosophila lusaltans strain 14045-0891.0 alcohol dehydrogenase (Adh) gene, exon2 and partial cds.
AY154829	2003-03-03	7230	Drosophila mojavensis	880	2005-04-16	Drosophila mojavensis strain MJBC 35.1 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154838	2003-03-03	7230	Drosophila mojavensis	880	2005-04-16	Drosophila mojavensis strain MJBC 202.2 alcohol dehydrogenase 1 (Adh-1) gene, complete cds.
AY154870	2003-03-03	7230	Drosophila mojavensis	879	2005-04-16	Drosophila mojavensis strain MJBC 95.1 alcohol dehydrogenase 2 (Adh-2) gene, complete cds.
AY754433	2005-04-04	7246	Drosophila affinis	740	2006-11-14	Drosophila affinis alcohol dehydrogenase-like protein (Adh-r) gene, exons 2, 3 and partial cds.
AF348882	2001-04-16	67534	Drosophila triauraria	667	2006-11-14	Drosophila triauraria strain WWJ alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
AF348883	2001-04-16	67532	Drosophila quadraria	667	2006-11-14	Drosophila quadraria strain NIG alcohol dehydrogenase (adh) gene, exons 2, 3 and 4, and partial cds.
CK131244	2003-12-03	7227	Drosophila melanogaster	503	2003-12-03	GH25181.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH25181 3 similar to Adh: FBan0003481 GO:[ethanol oxidation (GO:0006069) alcohol dehydrogenase (GO:0004022) alcohol dehydrogenase (GO:0004022)] located on: 2L 35B3-35B3 : 08/14/2002, mRNA sequence.
AB194414	2005-05-07	186283	Drosophila parabipectinata	17499	2006-02-27	Drosophila parabipectinata osp, siren1, siren2, Adh, Adhr genes for hypothetical proteins, alcohol dehydrogenase, hypothetical protein, partial and complete cds.
CV784997	2004-11-12	7245	Drosophila yakuba	542	2004-11-12	zaa07e12.x2 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV850204	2004-11-19	7245	Drosophila yakuba	193	2004-11-19	zaa68d07.x1 D yakuba testes cDNA Drosophila yakuba cDNA 3' similar to SW:ADH_DROME P00334 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV043184	2004-08-24	7240	Drosophila simulans	393	2004-08-24	dba16c04.y1 Drosophila simulans testis pSport1 library Drosophila simulans cDNA 5' similar to SW:ADH_DROSI P07163 ALCOHOL DEHYDROGENASE , mRNA sequence.
CV528161	2004-10-08	7240	Drosophila simulans	384	2004-10-08	dba57a04.y1 Drosophila simulans testis pSport1 library Drosophila simulans cDNA 5' similar to SW:ADHX_DROME P46415 ALCOHOL DEHYDROGENASE CLASS III , mRNA sequence.
AY695386	2006-08-01	133981	Drosophila cardini	1133	2006-11-14	Drosophila cardini alcohol dehydrogenase (Adh) gene, exons 1 through 3 and partial cds Adh-Adhr intergenic spacer, complete sequence and ADHR (Adhr) gene, exon 1 and partial cds.
BG632098	2001-04-28	7227	Drosophila melanogaster	798	2003-12-03	GH03334.3prime GH Drosophila melanogaster head pOT2 Drosophila melanogaster cDNA clone GH03334 3 similar to CG4796: FBan0004796 'alcohol dehydrogenase, iron-dependent' located on: 3R 86D6-86D7 : 04/10/2001, mRNA sequence.
BF486174	2000-12-07	7227	Drosophila melanogaster	816	2001-04-25	AT20387.5prime AT Drosophila melanogaster adult testes pOTB7 Drosophila melanogaster cDNA clone AT20387 5 similar to CG5590: FBan0005590 'alcohol dehydrogenase, iron-dependent' located on: 3R 98A6-98A6 : 04/09/2001, mRNA sequence.
BI608471	2001-09-10	7227	Drosophila melanogaster	530	2001-09-10	RH13023.5prime RH Drosophila melanogaster normalized Head pFlc-1 Drosophila melanogaster cDNA clone RH13023 5 similar to CG2767: FBan0002767 GO:[alcohol dehydrogenase (NADP+) (GO:0008106)] located on: 3R 84E5-84E5 : 08/16/2001, mRNA sequence.
AF006568	1997-09-11	7234	Drosophila persimilis	3465	2005-04-15	Drosophila persimilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase (Adh-dup) genes, complete cds.
AY279326	2004-03-31	29029	Drosophila eugracilis	2675	2006-11-14	Drosophila eugracilis alcohol dehydrogenase (Adh) and alcohol dehydrogenase related (Adhr) genes, complete cds.
X04454	1986-11-18	7227	Drosophila melanogaster	2369	2006-11-14	Drosophila melanogaster alcohol dehydrogenase null4 allele
U64535	1996-08-16	7237	Drosophila pseudoobscura	4594	2005-04-18	Drosophila pseudoobscura alcohol dehydrogenase (Adh) gene, Adh-PS271 allele, and alcohol dehydrogenase-like protein gene, complete cds.
X62181	1992-10-16	7237	Drosophila pseudoobscura	3494	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62188	1992-10-16	7237	Drosophila pseudoobscura	3472	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62185	1992-10-16	7237	Drosophila pseudoobscura	3498	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62238	1992-10-16	7237	Drosophila pseudoobscura	3479	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
M60792	1992-06-06	7270	Drosophila mimica	895	2006-11-14	Drosophila mimica alcohol dehydrogenase gene, complete cds.
X62219	1992-10-16	7237	Drosophila pseudoobscura	3447	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64485	1992-10-16	7237	Drosophila pseudoobscura	3472	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62201	1992-10-16	7237	Drosophila pseudoobscura	3479	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64472	1992-10-16	7237	Drosophila pseudoobscura	3453	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X64477	1992-10-16	7237	Drosophila pseudoobscura	3506	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
X62213	1992-10-16	7237	Drosophila pseudoobscura	3463	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase
AY238776	2003-04-08	7229	Drosophila miranda	2042	2005-04-16	Drosophila miranda strain MA28 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY006410	2001-09-04	46800	Drosophila hemipeza	510	2005-09-26	Drosophila hemipeza alcohol dehydrogenase (Adh) gene, partial cds.
AY006420	2001-09-04	47048	Drosophila neopicta	510	2005-09-26	Drosophila neopicta alcohol dehydrogenase (Adh) gene, partial cds.
AY081441	2002-08-09	7278	Drosophila bromeliae	289	2005-04-16	Drosophila bromeliae alcohol dehydrogenase (Adh) gene, partial cds.
AY081442	2002-08-09	30041	Drosophila polychaeta	283	2005-04-16	Drosophila polychaeta alcohol dehydrogenase (Adh) gene, partial cds.
AY750138	2005-12-31	7257	Drosophila robusta	911	2006-07-20	Drosophila robusta alcohol dehydrogenase (Adh) gene, partial cds.
DQ471658	2006-07-20	47313	Drosophila ezoana	711	2006-07-20	Drosophila ezoana alcohol dehydrogenase (Adh) gene, partial cds.
DQ471668	2006-07-20	7244	Drosophila virilis	711	2006-07-20	Drosophila virilis alcohol dehydrogenase (Adh) gene, partial cds.
HQ631481	2011-08-30	186283	Drosophila parabipectinata	290	2012-01-02	Drosophila parabipectinata alcohol dehydrogenase (adh) gene, partial cds.
MF908506	2018-08-19	1486046	Drosophila subpulchrella	763	2018-08-19	Drosophila subpulchrella alcohol dehydrogenase (adh) gene, partial cds.
X68166	1992-10-08	7237	Drosophila pseudoobscura	3505	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS316)
AB026527	1999-10-29	51159	Drosophila lutescens	840	2005-04-14	Drosophila lutescens gene for alcohol dehydrogenase, partial cds.
EU490429	2008-03-11	508692	Drosophila endobranchia	651	2008-04-20	Drosophila endobranchia alcohol dehydrogenase (Adh) gene, partial cds.
GQ376037	2009-08-02	30043	Drosophila repleta	410	2009-08-03	Drosophila repleta alcohol dehydrogenase (ADH) gene, partial cds.
HQ631472	2011-08-30	94112	Drosophila constricta	290	2012-01-02	Drosophila constricta alcohol dehydrogenase (adh) gene, partial cds.
U94197	1998-02-23	46796	Drosophila disjuncta	222	2005-04-18	Drosophila disjuncta alcohol dehydrogenase (Adh) gene, partial cds.
U94198	1998-02-23	58311	Drosophila iki	204	2005-04-18	Drosophila iki alcohol dehydrogenase (Adh) gene, partial cds.
X68160	1992-10-08	7237	Drosophila pseudoobscura	3473	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS299)
AB026533	1999-10-29	7273	Drosophila saltans	847	2005-04-14	Drosophila saltans gene for alcohol dehydrogenase, partial cds.
AY750134	2005-12-31	311479	Drosophila gani	911	2006-07-20	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.
AY006423	2001-09-04	46830	Drosophila setosifrons	510	2005-09-26	Drosophila setosifrons alcohol dehydrogenase (Adh) gene, partial cds.
AY081443	2002-08-09	133996	Drosophila ornatipennis	277	2005-04-16	Drosophila ornatipennis alcohol dehydrogenase (Adh) gene, partial cds.
AY750142	2005-12-31	311479	Drosophila gani	911	2006-07-20	Drosophila gani alcohol dehydrogenase (Adh) gene, partial cds.
AY081439	2002-08-09	30031	Drosophila ornatifrons	283	2005-04-16	Drosophila ornatifrons alcohol dehydrogenase (Adh) gene, partial cds.
U26837	1995-06-22	40366	Drosophila americana	950	2005-04-17	Drosophila americana alcohol dehydrogenase (Adh) gene, complete cds.
U94194	1998-02-23	46893	Drosophila adunca	204	2005-04-18	Drosophila adunca alcohol dehydrogenase (Adh) gene, partial cds.
X68162	1992-10-08	7237	Drosophila pseudoobscura	3482	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS315)
X68163	1992-10-08	7237	Drosophila pseudoobscura	3489	2006-11-14	D.pseudoobscura Adh gene for alcohol dehydrogenase (PS306)
Z00033	1986-07-02	7226	Drosophila mauritiana	1835	2005-04-18	Drosophila mauritiana alcohol dehydrogenase gene and 5' flanks
U90954	1997-11-14	57874	Drosophila sinobscura	431	2006-11-14	Drosophila sinobscura alcohol dehydrogenase (Adh) gene, partial cds.
AY238774	2003-04-08	7229	Drosophila miranda	2042	2005-04-16	Drosophila miranda strain 0101.9 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AY238772	2003-04-08	7229	Drosophila miranda	2042	2005-04-16	Drosophila miranda strain 0101.5 alcohol dehydrogenase (Adh) gene, complete cds and alcohol dehydrogenase related protein (Adhr) gene, partial cds.
AB033642	1999-11-16	7291	Drosophila albomicans	711	2006-07-17	Drosophila albomicans Adh mRNA for alcohol dehydrogenase, partial cds.
AB261131	2007-11-03	157056	Drosophila formosana	839	2007-11-03	Drosophila formosana Adh gene for alcohol dehydrogenase, partial cds.
AB261134	2007-11-03	157057	Drosophila neohypocausta	879	2007-11-03	Drosophila neohypocausta Adh gene for alcohol dehydrogenase, partial cds.
HQ232351	2011-08-08	1052065	Drosophila hypercephala	437	2011-08-08	Drosophila hypercephala isolate c2 alcohol dehydrogenase gene, partial cds.
KM016472	2014-09-24	7240	Drosophila simulans	480	2014-09-24	Drosophila simulans isolate KY01 alcohol dehydrogenase-related gene, intron.
M60991	1992-01-26	46244	Drosophila pseudoobscura bogotana	3475	2006-11-14	Drosophila pseudoobscura bogotana alcohol dehydrogenase (adh) gene, complete cds.
AB932677	2015-01-14	38838	Drosophila testacea	826	2015-01-14	Drosophila testacea Adh gene for alcohol dehydrogenase, partial cds.
AF260695	2000-09-20	7267	Drosophila gymnobasis	506	2005-04-15	Drosophila gymnobasis alcohol dehydrogenase-related protein gene, partial cds.
KM016475	2014-09-24	7240	Drosophila simulans	479	2014-09-24	Drosophila simulans isolate KY05 alcohol dehydrogenase-related gene, intron.
AB261137	2007-11-03	42062	Drosophila nasuta	863	2007-11-03	Drosophila nasuta Adh gene for alcohol dehydrogenase, partial cds.
AB932655	2014-10-26	7279	Drosophila falleni	810	2014-10-26	Drosophila falleni Adh gene for alcohol dehydrogenase, partial cds.
AB932660	2014-10-26	198719	Drosophila innubila	776	2014-10-26	Drosophila innubila Adh gene for alcohol dehydrogenase, partial cds.
DQ471611	2006-07-20	40372	Drosophila americana texana	711	2006-07-20	Drosophila americana texana alcohol dehydrogenase (Adh) gene, partial cds.
KM016469	2014-09-24	7240	Drosophila simulans	478	2014-09-24	Drosophila simulans isolate KY31 alcohol dehydrogenase-related gene, intron.
U95259	1999-01-06	7260	Drosophila willistoni	1172	2005-04-18	Drosophila willistoni Guana alcohol dehydrogenase (Adh) gene, complete cds.
X57362	1991-07-17	7240	Drosophila simulans	973	2006-11-14	Drosophila simulans (individual d) Adh gene for alcohol dehydrogenase
X57370	1991-07-17	7245	Drosophila yakuba	975	2006-11-14	Drosophila yakuba (individual f) Adh gene for alcohol dehydrogenase
AF260691	2000-09-20	7244	Drosophila virilis	456	2005-04-15	Drosophila virilis alcohol dehydrogenase-related protein gene, partial cds.
AY279323	2004-03-31	7220	Drosophila erecta	319	2006-11-14	Drosophila erecta alcohol dehydrogenase related (Adhr) gene, partial cds.
X60792	1991-10-07	7227	Drosophila melanogaster	1901	2006-11-14	D.melanogaster (strain RI32) Adh gene for alcohol dehydrogenase
AB932659	2015-01-14	198718	Drosophila histrio	840	2015-01-14	Drosophila histrio Adh gene for alcohol dehydrogenase, partial cds.
AB261140	2007-11-03	387622	Drosophila maculinotata	840	2007-11-03	Drosophila maculinotata Adh gene for alcohol dehydrogenase, partial cds.
U95273	1999-01-06	46792	Drosophila insularis	1183	2005-04-18	Drosophila insularis FA alcohol dehydrogenase (Adh) gene, complete cds.
X57361	1991-07-17	7240	Drosophila simulans	969	2006-11-14	Drosophila simulans (individual c) Adh gene for alcohol dehydrogenase
AB154545	2004-04-01	30033	Drosophila kikkawai	683	2005-04-14	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh04.
AB154555	2004-04-01	30033	Drosophila kikkawai	683	2005-04-14	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh14.
AB154563	2004-04-01	74550	Drosophila lini	698	2005-04-14	Drosophila lini gene for alcohol dehydrogenase, partial cds, isolate:DliniAdh.
AF201426	2000-07-03	7226	Drosophila mauritiana	478	2006-11-14	Drosophila mauritiana isolate BG1 alcohol dehydrogenase (Adhr) gene, intron 1.
AF201439	2000-07-03	7240	Drosophila simulans	485	2006-11-14	Drosophila simulans isolate SC00 alcohol dehydrogenase (Adhr) gene, intron 1.
AF201444	2000-07-03	7240	Drosophila simulans	479	2006-11-14	Drosophila simulans isolate RU259 alcohol dehydrogenase (Adhr) gene, intron 1.
AF201446	2000-07-03	7240	Drosophila simulans	481	2006-11-14	Drosophila simulans isolate MD112 alcohol dehydrogenase (Adhr) gene, intron 1.
AF284480	2000-11-02	7238	Drosophila sechellia	700	2006-11-14	Drosophila sechellia strain 24 alcohol dehydrogenase (Adh) gene, partial cds.
AY095936	2003-05-01	42028	Drosophila limbata	446	2008-12-16	Drosophila limbata isolate lim2 alcohol dehydrogenase (Adh) gene, partial cds.
AY095937	2003-05-01	193351	Drosophila transversa	437	2008-12-16	Drosophila transversa isolate tra3 alcohol dehydrogenase (Adh) gene, partial cds.
AY095945	2003-05-01	126591	Drosophila curvispina	443	2008-12-16	Drosophila curvispina isolate cur2 alcohol dehydrogenase (Adh) gene, partial cds.
AY156524	2003-03-03	7232	Drosophila navojoa	879	2005-04-16	Drosophila navojoa alcohol dehydrogenase 1 (adh-1) gene, complete cds.
AY335200	2003-12-31	30047	Drosophila sturtevanti	792	2005-04-16	Drosophila sturtevanti clone Dsturt2 alcohol dehydrogenase (Adh) gene, partial cds.
EU532125	2010-01-21	46793	Drosophila paulistorum	542	2010-01-21	Drosophila paulistorum from Brazil alcohol dehydrogenase (Adh) gene, partial cds.
M60986	1992-01-26	7237	Drosophila pseudoobscura	3463	2006-11-14	Drosophila pseudoobscura (strain AH144) alcohol dehydrogenase (adh) gene, complete cds.
AB154559	2004-04-01	30033	Drosophila kikkawai	683	2005-04-14	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh18.
AY095942	2003-05-01	42027	Drosophila kuntzei	431	2008-12-16	Drosophila kuntzei isolate kun2 alcohol dehydrogenase (Adh) gene, partial cds.
DQ471624	2006-07-20	381467	Drosophila multidentata	711	2006-07-20	Drosophila multidentata strain 55 alcohol dehydrogenase (Adh) gene, partial cds.
JX455212	2012-09-03	7240	Drosophila simulans	480	2014-01-02	Drosophila simulans isolate HW03 alcohol dehydrogenase (Adhr) gene, intron 1.
KJ767239	2014-09-04	7227	Drosophila melanogaster	872	2014-10-29	Drosophila melanogaster strain Samarkand alcohol dehydrogenase (Adh) gene, partial cds.
KX976496	2016-11-12	7245	Drosophila yakuba	771	2016-11-12	Drosophila yakuba isolate Yakuba_Tai_18 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976499	2016-11-12	7245	Drosophila yakuba	771	2016-11-12	Drosophila yakuba isolate Yakuba_Airport_16_5 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976508	2016-11-12	7245	Drosophila yakuba	771	2016-11-12	Drosophila yakuba isolate Yakuba_COST_1235_3 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976511	2016-11-12	7245	Drosophila yakuba	771	2016-11-12	Drosophila yakuba isolate Yakuba_1_19 alcohol dehydrogenase (Adh) mRNA, complete cds.
LC057197	2019-06-04	1660391	Drosophila sp. KO4	822	2019-06-04	Drosophila sp. KO4 Adh gene for alcohol dehydrogenase, partial cds.
M19276	1991-07-26	7240	Drosophila simulans	829	2006-11-14	D.simulans alcohol dehydrogenase gene, exons 1,2 and 3.
M60984	1992-04-30	7237	Drosophila pseudoobscura	3494	2006-11-14	Drosophila pseudoobscura (strain AH133) alcohol dehydrogenase (adh) gene, complete cds.
U95270	1999-01-06	46793	Drosophila paulistorum	1168	2005-04-18	Drosophila paulistorum 0771.4 alcohol dehydrogenase (Adh) gene, complete cds.
AB154546	2004-04-01	30033	Drosophila kikkawai	686	2005-04-14	Drosophila kikkawai gene for alcohol dehydrogenase, partial cds, isolate:DkikAdh05.
AF201431	2000-07-03	7240	Drosophila simulans	480	2006-11-14	Drosophila simulans isolate HW09 alcohol dehydrogenase (Adhr) gene, intron 1.
DQ471648	2006-07-20	381452	Drosophila barutani	711	2006-07-20	Drosophila barutani strain 245 alcohol dehydrogenase (Adh) gene, partial cds.
HQ110516	2011-05-06	30042	Drosophila prosaltans	859	2011-06-02	Drosophila prosaltans isolate D_Pros_c2 alcohol dehydrogenase (Adh) gene, partial cds.
HQ110517	2011-05-06	30042	Drosophila prosaltans	828	2011-06-02	Drosophila prosaltans isolate D_pros_c3 alcohol dehydrogenase (Adh) gene, partial cds.
KX976503	2016-11-12	7245	Drosophila yakuba	771	2016-11-12	Drosophila yakuba isolate Yakuba_SN_Cascade_22 alcohol dehydrogenase (Adh) mRNA, complete cds.
KX976510	2016-11-12	7245	Drosophila yakuba	771	2016-11-12	Drosophila yakuba isolate Yakuba_OBAT_1200_5 alcohol dehydrogenase (Adh) mRNA, complete cds.
M60982	1992-04-30	7237	Drosophila pseudoobscura	3472	2006-11-14	Drosophila pseudoobscura (strain AH100) alcohol dehydrogenase adh gene, complete cds.
